GENDER,RACE,AGE,CITEDTIME,INCIDENTLOCATION,OFFENSES,related to marijuana usage or posession?,NEIGHBORHOOD,ZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
1,3,19,2020,"SOUTHSIDE RIVERFRONT PARK ACCESS RD PITTSBURGH, PA ",0,0,13,3,1702,,,0,0
0,0,45,2020,"200 Block 5TH AV PITTSBURGH, PA ",13,0,86,2,201,6,6,-80.00207711,40.4412364
1,0,42,2020,"W WARRINGTON AV & SAW MILL RUN BL PITTSBURGH, PA ",0,0,58,3,1806,4,5,-80.01135958,40.41508188
0,0,23,2020,"1500 Block E CARSON ST PITTSBURGH, PA ",8,0,13,3,1702,3,3,-79.98331002,40.4286928
1,1,33,2020,"600 Block SMITHFIELD ST PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99740883,40.44153322
1,0,22,2020,"S 15TH ST & ROLAND ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98343851,40.42856346
1,0,20,2020,"200 Block ATWOOD ST PITTSBURGH, PA ",23,0,22,4,405,,,0,0
1,3,20,2020,"S 15TH ST & ROLAND ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98343851,40.42856346
1,3,20,2020,"S 15TH ST & ROLAND ST PITTSBURGH, PA ",9,0,13,3,1702,3,3,-79.98343851,40.42856346
1,0,23,2020,"E CARSON ST & S 12TH ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98642551,40.42875761
1,0,50,2020,"DIAMOND ST & BOYD ST PITTSBURGH, PA ",2,0,40,2,103,6,6,-79.99329633,40.43866405
1,0,26,2020,"ASTEROID WY & E WARRINGTON AV PITTSBURGH, PA ",2,0,19,3,1803,3,5,-79.99327965,40.4218163
0,0,21,2020,"STRAWBERRY WY & SMITHFIELD ST PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99728926,40.44215132
1,1,25,2019,"9TH ST & LIBERTY AV PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99797698,40.44294454
0,1,16,2019,"7000 Block BENNETT ST PITTSBURGH, PA ",10,0,45,5,1303,9,2,-79.90145096,40.45754676
0,0,33,2019,"800 Block DOUNTON WY PITTSBURGH, PA ",1,0,78,1,2201,1,1,-80.01514956,40.45268096
1,1,14,2019,"200 Block BONVUE ST PITTSBURGH, PA ",7,0,33,1,2602,1,1,-80.01567137,40.49001592
0,1,15,2019,"7000 Block BENNETT ST PITTSBURGH, PA ",10,0,45,5,1303,9,2,-79.90145096,40.45754676
1,1,13,2019,"200 Block BONVUE ST PITTSBURGH, PA ",7,0,33,1,2602,1,1,-80.01567137,40.49001592
1,1,17,2019,"200 Block BONVUE ST PITTSBURGH, PA ",7,0,33,1,2602,1,1,-80.01567137,40.49001592
1,1,36,2020,"STRAWBERRY WY & SMITHFIELD ST PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99728926,40.44215132
0,1,35,2020,"600 Block SMITHFIELD ST PITTSBURGH, PA ",4,0,86,2,201,6,6,-79.99740883,40.44153322
0,1,,2020,"600 Block SMITHFIELD ST PITTSBURGH, PA ",26,0,86,2,201,6,6,-79.99740883,40.44153322
1,1,25,2020,"600 Block SMITHFIELD ST PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99740883,40.44153322
1,1,60,2020,"1600 Block E CARSON ST PITTSBURGH, PA ",13,0,13,3,1702,3,3,-79.98264984,40.42875471
1,0,38,2020,"7TH AV & SMITHFIELD ST PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99684403,40.4428382
1,3,23,2020,"300 Block MCKEE PL PITTSBURGH, PA ",1,0,22,4,405,3,3,-79.95770639,40.43837209
1,2,20,2020,"300 Block MCKEE PL PITTSBURGH, PA ",9,0,22,4,405,3,3,-79.95770639,40.43837209
1,2,20,2020,"300 Block MCKEE PL PITTSBURGH, PA ",1,0,22,4,405,3,3,-79.95770639,40.43837209
1,1,65,2020,"DIAZ WY & WICK ST PITTSBURGH, PA ",0,0,63,2,305,6,3,-79.97975521,40.43940117
1,1,69,2020,"DIAZ WY & WICK ST PITTSBURGH, PA ",0,0,63,2,305,6,3,-79.97975521,40.43940117
1,0,56,2020,"400 Block BOGGS AV PITTSBURGH, PA ",2,0,55,3,1915,2,5,-80.00914616,40.42424674
1,0,21,2020,"S 15TH ST & BINGHAM ST PITTSBURGH, PA ",10,0,13,3,1702,3,3,-79.98340767,40.42947706
1,3,33,2019,"3000 Block BERGMAN ST PITTSBURGH, PA ",0,0,14,6,2018,,,0,0
1,1,33,2019,"3000 Block BERGMAN ST PITTSBURGH, PA ",0,0,14,6,2018,,,0,0
1,1,33,2019,"3000 Block BERGMAN ST PITTSBURGH, PA ",0,0,14,6,2018,,,0,0
1,1,33,2019,"3000 Block BERGMAN ST PITTSBURGH, PA ",0,0,14,6,2018,,,0,0
0,1,14,2019,"300 Block CEDAR AV PITTSBURGH, PA ",22,0,4,1,2304,1,1,-80.0009078,40.45089356
1,0,24,2020,"BINGHAM ST & S 15TH ST PITTSBURGH, PA ",10,0,13,3,1702,3,3,-79.98340767,40.42947706
1,0,24,2020,"BINGHAM ST & S 15TH ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98340767,40.42947706
0,1,23,2020,"100 Block ST JOSEPH ST PITTSBURGH, PA ",11,0,100,4,2019,,,0,0
0,0,25,2020,"600 Block HAMPSIRE AV PITTSBURGH, PA ",14,0,36,6,1916,4,5,-80.0192099,40.41076844
0,0,25,2020,"600 Block HAMPSHIRE AV PITTSBURGH, PA ",10,0,36,6,1916,4,5,-80.0192099,40.41076844
1,0,23,2020,"100 Block S 21ST ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.97630358,40.42828053
1,0,23,2020,"S 15TH ST & ROLAND ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98343851,40.42856346
1,3,22,2020,"S 15TH ST & ROLAND ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98343851,40.42856346
1,1,58,2020,"300 Block CEDAR AV PITTSBURGH, PA ",18,0,4,1,2304,1,1,-80.0009078,40.45089356
1,1,58,2020,"300 Block CEDAR AV PITTSBURGH, PA ",22,0,4,1,2304,1,1,-80.0009078,40.45089356
0,0,17,2020,"2500 Block JONQUIL WY PITTSBURGH, PA ",10,0,49,3,1603,3,3,-79.97361874,40.41545413
0,0,17,2020,"2500 Block JONQUIL WY PITTSBURGH, PA ",14,0,49,3,1603,3,3,-79.97361874,40.41545413
1,3,17,2020,"2500 Block JONQUIL WY PITTSBURGH, PA ",10,0,49,3,1603,3,3,-79.97361874,40.41545413
1,3,17,2020,"2500 Block JONQUIL WY PITTSBURGH, PA ",14,0,49,3,1603,3,3,-79.97361874,40.41545413
1,1,22,2019,"LIBERTY AV & WOOD ST PITTSBURGH, PA ",10,0,86,2,201,6,6,-79.99915349,40.44263265
1,0,27,2019,"300 Block CEDAR AV PITTSBURGH, PA ",18,0,4,1,2304,1,1,-80.0009078,40.45089356
1,0,22,2019,"1500 Block E CARSON ST PITTSBURGH, PA ",8,0,13,3,1702,3,3,-79.98331002,40.4286928
1,0,22,2019,"1500 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98331002,40.4286928
1,0,27,2019,"1100 Block E CARSON ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98734687,40.42864456
1,1,20,2019,"S 18TH ST & SARAH ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98065522,40.42784632
0,1,17,2020,"2500 Block JONQUIL WY PITTSBURGH, PA ",10,0,49,3,1603,3,3,-79.97361874,40.41545413
0,1,17,2020,"2500 Block JONQUIL WY PITTSBURGH, PA ",14,0,49,3,1603,3,3,-79.97361874,40.41545413
1,0,32,2020,"0 Block PPG PL PITTSBURGH, PA ",2,0,86,2,201,6,6,-80.00293302,40.44007456
1,0,21,2020,"5600 Block FAIR OAKS DR PITTSBURGH, PA ",1,0,90,4,1402,8,3,-79.92817105,40.44557188
1,0,21,2020,"5600 Block FAIR OAKS DR PITTSBURGH, PA ",1,0,90,4,1402,8,3,-79.92817105,40.44557188
1,0,28,2020,"LIBERTY AV & 7TH ST PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99989389,40.44244524
1,1,43,2020,"600 Block SMITHFIELD ST PITTSBURGH, PA ",4,0,86,2,201,6,6,-79.99740883,40.44153322
1,1,43,2020,"600 Block SMITHFIELD ST PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99740883,40.44153322
1,1,43,2020,"600 Block SMITHFIELD ST PITTSBURGH, PA ",26,0,86,2,201,6,6,-79.99740883,40.44153322
1,1,22,2020,"STRAWBERRY WY & SMITHFIELD ST PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99728926,40.44215132
1,1,32,2020,"700 Block BROWNSVILLE RD PITTSBURGH, PA ",2,0,61,3,3001,3,5,-79.99060093,40.40989878
0,0,28,2020,"300 Block 6TH AV PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99945507,40.44165871
1,3,19,2020,"S 17TH ST & WRIGHTS WY PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98200046,40.42932783
1,0,27,2019,"6200 Block PENN AV PITTSBURGH, PA ",0,0,9,5,1115,,,0,0
0,0,23,2020,"20 DR & TONY DORSETT DR PITTSBURGH, PA ",0,0,20,1,2205,1,6,-80.00989232,40.44617403
1,1,43,2020,"100 Block N HIGHLAND AV PITTSBURGH, PA ",5,0,9,5,1115,7,2,-79.91938163,40.47262204
1,0,66,2020,"1200 Block ITIN ST PITTSBURGH, PA ",0,0,39,1,2620,1,1,-79.99218563,40.46205028
1,1,51,2020,"2000 Block WYLIE AV PITTSBURGH, PA ",14,0,23,2,501,6,3,-79.98075646,40.4442495
1,1,54,2020,"200 Block 5TH AV PITTSBURGH, PA ",2,0,86,2,201,6,6,-80.00207711,40.4412364
0,1,51,2019,"500 Block CORA ST PITTSBURGH, PA ",11,0,45,5,1304,9,2,-79.88781154,40.45039427
1,1,55,2019,"100 Block MAXWELL WY PITTSBURGH, PA ",0,0,54,5,1204,9,2,-79.91277128,40.46595171
1,1,55,2019,"100 Block MAXWELL WY PITTSBURGH, PA ",0,0,54,5,1204,9,2,-79.91277128,40.46595171
1,1,55,2019,"100 Block MAXWELL WY PITTSBURGH, PA ",0,0,54,5,1204,9,2,-79.91277128,40.46595171
1,1,55,2019,"100 Block MAXWELL WY PITTSBURGH, PA ",0,0,54,5,1204,9,2,-79.91277128,40.46595171
1,1,55,2019,"100 Block MAXWELL WY PITTSBURGH, PA ",0,0,54,5,1204,9,2,-79.91277128,40.46595171
1,1,55,2019,"100 Block MAXWELL WY PITTSBURGH, PA ",0,0,54,5,1204,9,2,-79.91277128,40.46595171
1,1,55,2019,"100 Block MAXWELL WY PITTSBURGH, PA ",0,0,54,5,1204,9,2,-79.91277128,40.46595171
1,0,24,2020,"E CARSON ST & S 13TH ST PITTSBURGH, PA ",0,0,13,3,1702,3,3,-79.98533042,40.42878292
1,0,24,2020,"E CARSON ST & S 13TH ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98533042,40.42878292
1,1,28,2020,"600 Block SMITHFIELD ST PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99740883,40.44153322
0,1,36,2020,"6600 Block FRANKSTOWN AV PITTSBURGH, PA ",67,0,54,5,1208,9,2,-79.91088487,40.45922841
0,1,27,2020,"1500 Block E CARSON ST PITTSBURGH, PA ",10,0,13,3,1702,3,3,-79.98331002,40.4286928
0,0,27,2020,"1500 Block E CARSON ST PITTSBURGH, PA ",10,0,13,3,1702,3,3,-79.98331002,40.4286928
1,0,36,2020,"600 Block SMITHFIELD ST PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99740883,40.44153322
1,1,51,2019,"200 Block FREELAND ST PITTSBURGH, PA ",0,0,60,3,1809,3,5,-80.00405391,40.41866888
1,1,51,2019,"200 Block FREELAND ST PITTSBURGH, PA ",0,0,60,3,1809,3,5,-80.00405391,40.41866888
1,1,51,2019,"200 Block FREELAND ST PITTSBURGH, PA ",0,0,60,3,1809,3,5,-80.00405391,40.41866888
1,1,51,2019,"200 Block FREELAND ST PITTSBURGH, PA ",0,0,60,3,1809,3,5,-80.00405391,40.41866888
1,1,51,2019,"200 Block FREELAND ST PITTSBURGH, PA ",0,0,60,3,1809,3,5,-80.00405391,40.41866888
0,0,29,2020,"1500 Block CRUCIBLE ST PITTSBURGH, PA ",11,0,5,6,2814,,,0,0
0,1,22,2020,"1500 Block CRUCIBLE ST PITTSBURGH, PA ",11,0,99,6,,,,0,0
1,0,40,2020,"400 Block OLIVET AV PITTSBURGH, PA ",27,0,11,3,2904,,,0,0
1,1,29,2020,"5500 Block WALNUT ST PITTSBURGH, PA ",2,0,67,4,703,8,2,-79.93359719,40.45097406
1,1,29,2020,"5500 Block WALNUT ST PITTSBURGH, PA ",8,0,67,4,703,8,2,-79.93359719,40.45097406
1,0,36,2020,"S 18TH ST & E CARSON ST PITTSBURGH, PA ",13,0,13,3,1702,3,3,-79.98056527,40.42876656
1,1,27,2020,"6000 Block BROAD ST PITTSBURGH, PA ",2,0,9,5,1115,,,0,0
1,1,18,2020,"S 11TH ST & E CARSON ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98752157,40.42873433
1,1,18,2020,"S 11TH ST & E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98752157,40.42873433
1,1,18,2020,"S 11TH ST & E CARSON ST PITTSBURGH, PA ",9,0,13,3,1702,3,3,-79.98752157,40.42873433
1,1,26,2020,"6000 Block BROAD ST PITTSBURGH, PA ",14,0,9,5,1115,,,0,0
1,1,26,2020,"6000 Block BROAD ST PITTSBURGH, PA ",10,0,9,5,1115,,,0,0
1,0,24,2020,"90 Block 21ST ST PITTSBURGH, PA ",2,0,13,3,1609,,,0,0
0,0,34,2019,"200 Block LELIA ST PITTSBURGH, PA ",7,0,55,3,1915,2,5,-80.01027314,40.42187331
1,1,45,2020,"66BRDG & OHIO RIVER BL PITTSBURGH, PA ",0,0,62,1,2108,,,0,0
0,0,33,2020,"600 Block SMITHFIELD ST PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99740883,40.44153322
0,1,38,2020,"400 Block KIRKPATRICK ST PITTSBURGH, PA ",11,0,23,2,501,6,3,-79.97562668,40.44447349
0,1,25,2020,"400 Block KIRKPATRICK ST PITTSBURGH, PA ",11,0,23,2,501,6,3,-79.97562668,40.44447349
0,0,56,2020,"600 Block SMITHFIELD ST PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99740883,40.44153322
1,1,32,2020,"MADISON AV & TRIPOLI ST PITTSBURGH, PA ",0,0,4,1,2304,1,1,-79.99762829,40.45658737
0,0,26,2020,"I-279 EXIT RAMP & EAST ST PITTSBURGH, PA ",0,0,30,1,2609,,,0,0
1,0,36,2020,"EAST ST & E NORTH AV PITTSBURGH, PA ",0,0,4,1,2304,1,1,-79.99883131,40.45692849
1,0,52,2020,"700 Block MORAVIAN WY PITTSBURGH, PA ",13,0,4,1,2304,,,0,0
0,0,34,2020,"6TH ST & PENN AV PITTSBURGH, PA ",2,0,86,2,201,6,6,-80.00215298,40.44274996
1,0,23,2020,"5500 Block WALNUT ST PITTSBURGH, PA ",22,0,40,4,103,8,2,-79.93359719,40.45097406
1,0,23,2020,"5500 Block WALNUT ST PITTSBURGH, PA ",2,0,40,4,103,8,2,-79.93359719,40.45097406
1,1,30,2020,"LIBERTY AV & 14TH ST PITTSBURGH, PA ",34,0,24,2,203,7,6,-79.98922683,40.4468241
1,,13,2020,"200 Block FERN ST PITTSBURGH, PA ",29,0,52,5,1016,9,2,-79.937388,40.47178423
1,1,16,2020,"200 Block FERN ST PITTSBURGH, PA ",29,0,52,5,1016,9,2,-79.937388,40.47178423
1,1,15,2020,"200 Block FERN ST PITTSBURGH, PA ",29,0,52,5,1016,9,2,-79.937388,40.47178423
1,1,15,2020,"200 Block FERN ST PITTSBURGH, PA ",29,0,52,5,1016,9,2,-79.937388,40.47178423
1,1,15,2020,"200 Block FERN ST PITTSBURGH, PA ",29,0,52,5,1016,9,2,-79.937388,40.47178423
1,0,20,2020,"2500 Block ALLEQUIPPA ST PITTSBURGH, PA ",1,0,76,4,402,6,3,-79.96771374,40.44112611
1,1,21,2020,"2500 Block ALLEQUIPPA ST PITTSBURGH, PA ",1,0,76,4,402,6,3,-79.96771374,40.44112611
0,0,28,2020,"300 Block CRAFT AV PITTSBURGH, PA ",18,0,75,4,409,3,3,-79.96135305,40.43535785
1,1,36,2020,"2200 Block BEDFORD AV PITTSBURGH, PA ",14,0,34,2,509,6,3,-79.97810106,40.44812952
,,,2020,"DELLROSE ST & NEWETT ST PITTSBURGH, PA ",4,0,11,3,2901,4,3,-79.98857926,40.39717659
1,3,46,2020,"1100 Block MARVISTA ST PITTSBURGH, PA ",10,0,56,1,2507,6,1,-80.0237622,40.4621282
1,1,45,2020,"1100 Block MARVISTA ST PITTSBURGH, PA ",10,0,56,1,2507,6,1,-80.0237622,40.4621282
1,0,37,2020,"0 Block MARKET SQ PITTSBURGH, PA ",2,0,86,2,201,6,6,-80.00285493,40.44093866
1,0,65,2020,"700 Block LIBERTY AV PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99985637,40.44244575
1,1,44,2020,"2100 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1609,3,3,-79.97607197,40.42831461
1,0,45,2020,"200 Block 9TH ST PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99834629,40.44372216
1,1,30,2020,"500 Block S NEGLEY AV PITTSBURGH, PA ",14,0,67,4,705,9,2,-79.92772734,40.4678195
1,1,40,2020,"5200 Block CENTRE AV PITTSBURGH, PA ",0,0,67,4,709,8,2,-79.94092261,40.45452323
1,1,25,2020,"7300 Block FLEURY WY PITTSBURGH, PA ",27,0,45,5,1303,9,2,-79.89465674,40.45549822
0,3,20,2020,"STRAWBERRY WY & SMITHFIELD ST PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99728926,40.44215132
1,0,24,2020,"S 15TH ST & E CARSON ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98342824,40.42882314
0,0,23,2020,"1600 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98264984,40.42875471
1,1,38,2020,"900 Block LIBERTY AV PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99793948,40.44294531
1,0,37,2020,"E CARSON ST & S 8TH ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.99102412,40.42865547
0,1,15,2020,"SHERWOOD AV & 14 BL PITTSBURGH, PA ",14,0,14,6,2018,2,5,-80.05417273,40.45514379
0,1,18,2020,"SHERWOOD AV & 14 BL PITTSBURGH, PA ",14,0,14,6,2018,2,5,-80.05417273,40.45514379
1,1,18,2020,"SHERWOOD AV & 14 BL PITTSBURGH, PA ",14,0,14,6,2018,2,5,-80.05417273,40.45514379
1,0,27,2020,"1500 Block E CARSON ST PITTSBURGH, PA ",10,0,13,3,1702,3,3,-79.98331002,40.4286928
1,1,30,2020,"500 Block S NEGLEY AV PITTSBURGH, PA ",7,0,67,4,709,9,2,-79.92772734,40.4678195
1,0,37,2020,"600 Block PENN AV PITTSBURGH, PA ",0,0,86,2,201,6,6,-80.00179283,40.44259292
1,0,25,2020,"1500 Block MILAN AV PITTSBURGH, PA ",11,0,7,6,3206,4,5,-80.00581688,40.39392274
1,1,21,2020,"1600 Block 5TH AV PITTSBURGH, PA ",14,0,63,2,305,6,3,-79.9838081,40.43835816
0,1,22,2020,"1600 Block 5TH AV PITTSBURGH, PA ",14,0,63,2,305,6,3,-79.9838081,40.43835816
0,0,21,2020,"MCKEE PL & BATES ST PITTSBURGH, PA ",9,0,22,4,405,3,3,-79.95550079,40.43659427
0,0,21,2020,"MCKEE PL & BATES ST PITTSBURGH, PA ",13,0,22,4,405,3,3,-79.95550079,40.43659427
1,0,38,2020,"600 Block SMITHFIELD ST PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99740883,40.44153322
1,1,74,2020,"WYLIE AV & DEVILLIERS ST PITTSBURGH, PA ",4,0,63,2,305,6,3,-79.98079311,40.44424339
0,0,46,2020,"200 Block SHILOH ST PITTSBURGH, PA ",14,0,55,3,1914,2,5,-80.00757555,40.43072711
0,0,43,2020,"BROWNSVILLE RD & CHURCHVIEW AV PITTSBURGH, PA ",2,0,11,3,2904,4,3,-79.97904307,40.38592578
1,1,40,2020,"100 Block STEUBEN ST PITTSBURGH, PA ",14,0,100,6,2019,2,5,-80.0553369,40.44416007
1,1,26,2020,"1300 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98517843,40.42861494
1,0,52,2020,"300 Block 3RD AV PITTSBURGH, PA ",14,0,86,2,201,6,6,-80.00161356,40.43886613
0,0,26,2020,"S 12TH ST & BEDFORD SQ PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98644238,40.42915818
0,0,24,2020,"1500 Block E CARSON ST PITTSBURGH, PA ",10,0,13,3,1702,3,3,-79.98331002,40.4286928
,,47,2020,"200 Block SHILOH ST PITTSBURGH, PA ",14,0,55,3,1914,2,5,-80.00757555,40.43072711
1,0,24,2020,"100 Block S 16TH ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98301483,40.42844836
1,0,23,2020,"100 Block S 16TH ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98301483,40.42844836
1,0,23,2020,"100 Block S 16TH ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98301483,40.42844836
1,1,43,2020,"6TH AV & SMITHFIELD ST PITTSBURGH, PA ",3,0,86,2,201,6,6,-79.99773448,40.44146442
1,1,43,2020,"6TH AV & SMITHFIELD ST PITTSBURGH, PA ",0,0,86,2,201,6,6,-79.99773448,40.44146442
0,0,44,2020,"500 Block BERWIN AV PITTSBURGH, PA ",11,0,7,6,1919,,,0,0
1,0,21,2020,"100 Block OAKLAND AV PITTSBURGH, PA ",4,0,22,4,405,3,3,-79.95782625,40.44220256
1,1,24,2020,"1800 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98026911,40.42848684
0,1,43,2020,"2600 Block PERRYSVILLE AV PITTSBURGH, PA ",67,0,18,1,2615,6,1,-80.00851761,40.47113394
1,0,45,2020,"LORETTA ST & MURRAY AV PITTSBURGH, PA ",2,0,6,4,1517,5,3,-79.92883816,40.42193461
0,0,28,2019,"40 Block OAKVILLE CT PITTSBURGH, PA ",0,0,57,6,2023,2,5,-80.03316106,40.41808326
1,1,43,2019,"100 Block CAPE MAY AV PITTSBURGH, PA ",1,0,36,6,1920,4,5,-80.01781012,40.40847669
0,1,42,2019,"7600 Block PENN AV PITTSBURGH, PA ",0,0,44,4,1406,9,3,-79.89513557,40.44712288
0,1,33,2020,"5200 Block LYTLE ST PITTSBURGH, PA ",7,0,32,4,1501,5,3,-79.94517931,40.40504255
0,1,33,2020,"5200 Block LYTLE ST PITTSBURGH, PA ",10,0,32,4,1501,5,3,-79.94517931,40.40504255
1,1,44,2020,"600 Block LIBERTY AV PITTSBURGH, PA ",4,0,86,2,201,6,6,-80.00162376,40.44178095
0,0,26,2020,"I-279 RAMP & EAST ST PITTSBURGH, PA ",0,0,30,1,2609,,,0,0
0,0,42,2020,"500 Block SAMPSONIA ST PITTSBURGH, PA ",14,0,87,1,2503,6,1,-80.01237279,40.45697466
1,1,24,2020,"1700 Block E CARSON ST PITTSBURGH, PA ",38,0,13,3,1702,3,3,-79.98187231,40.42859318
1,0,45,2020,"LORETTA ST & MURRAY AV PITTSBURGH, PA ",1,0,6,4,1517,5,3,-79.92883816,40.42193461
1,0,45,2020,"LORETTA ST & MURRAY AV PITTSBURGH, PA ",6,0,6,4,1517,5,3,-79.92883816,40.42193461
1,1,46,2020,"300 Block 6TH AV PITTSBURGH, PA ",4,0,86,2,201,6,6,-79.99945507,40.44165871
1,3,27,2020,"700 Block PENN AV PITTSBURGH, PA ",42,0,86,2,201,8,3,-79.90552717,40.4502961
1,1,16,2019,"2100 Block BROWNSVILLE RD PITTSBURGH, PA ",10,0,11,3,2901,4,3,-79.98652355,40.39319983
1,1,16,2019,"2100 Block BROWNSVILLE RD PITTSBURGH, PA ",14,0,11,3,2901,4,3,-79.98652355,40.39319983
1,1,15,2020,"LIBERTY AV & WOOD ST PITTSBURGH, PA ",12,0,86,2,201,6,6,-79.99915349,40.44263265
0,1,40,2020,"500 Block SMITHFIELD ST PITTSBURGH, PA ",14,0,86,2,201,6,6,-79.99811947,40.44034004
1,0,22,2020,"S 17TH ST & E CARSON ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.9820509,40.4288429
1,1,25,2020,"2400 Block E CARSON ST PITTSBURGH, PA ",14,0,13,3,1609,3,3,-79.97078823,40.4279556
1,1,25,2020,"2400 Block E CARSON ST PITTSBURGH, PA ",0,0,13,3,1609,3,3,-79.97078823,40.4279556
1,1,25,2020,"2400 Block E CARSON ST PITTSBURGH, PA ",1,0,13,3,1609,3,3,-79.97078823,40.4279556
0,1,32,2020,"2500 Block 57 RD PITTSBURGH, PA ",5,0,14,6,2022,2,5,-80.03424066,40.40698028
1,0,57,2020,"DAGMAR AV & SEBRING AV PITTSBURGH, PA ",10,0,36,6,1916,4,5,-80.02297143,40.41305309
1,0,57,2020,"DAGMAR AV & SEBRING AV PITTSBURGH, PA ",14,0,36,6,1916,4,5,-80.02297143,40.41305309
1,1,30,2020,"600 Block SMITHFIELD ST PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99740883,40.44153322
1,0,25,2020,"1400 Block E CARSON ST PITTSBURGH, PA ",10,0,13,3,1702,3,3,-79.98403429,40.42865656
1,1,16,2019,"2100 Block BROWNSVILLE RD PITTSBURGH, PA ",6,0,11,3,2901,4,3,-79.98652355,40.39319983
1,0,40,2019,"GREENBUSH ST & BOGGS AV PITTSBURGH, PA ",2,0,55,3,1914,2,5,-80.00757394,40.42632945
1,0,25,2019,"600 Block W GEN ROBINSON ST PITTSBURGH, PA ",2,0,20,1,2205,,,0,0
0,0,17,2019,"800 Block 7 BL PITTSBURGH, PA ",9,0,55,6,1807,4,5,-80.02012345,40.39357644
1,0,22,2019,"SARAH ST & S 16TH ST PITTSBURGH, PA ",5,0,13,3,1702,3,3,-79.98287442,40.42761468
1,0,21,2020,"1500 Block E CARSON ST PITTSBURGH, PA ",1,0,13,3,1702,3,3,-79.98331002,40.4286928
1,0,21,2020,"1500 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98331002,40.4286928
1,0,25,2020,"1400 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98403429,40.42865656
0,0,34,2020,"1400 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98403429,40.42865656
1,0,39,2020,"1700 Block BRIGHT RD PITTSBURGH, PA ",7,0,56,1,2507,,,0,0
1,0,39,2020,"1700 Block BRIGHTON RD PITTSBURGH, PA ",5,0,56,1,2507,6,1,-80.01589358,40.45852907
1,0,21,2020,"200 Block ATWOOD ST PITTSBURGH, PA ",23,0,22,4,405,,,0,0
1,0,20,2020,"5900 Block 5TH AV PITTSBURGH, PA ",1,0,67,4,706,8,3,-79.92547415,40.45132432
1,0,20,2020,"5900 Block 5TH AV PITTSBURGH, PA ",9,0,67,4,706,8,3,-79.92547415,40.45132432
1,0,21,2020,"5900 Block 5TH AV PITTSBURGH, PA ",1,0,67,4,706,8,3,-79.92547415,40.45132432
1,2,39,2020,"5000 Block BLAIR ST PITTSBURGH, PA ",14,0,32,4,1501,5,3,-79.94700016,40.40786174
