GENDER,RACE,AGE,CITEDTIME,INCIDENTLOCATION,OFFENSES,related to marijuana usage or posession?,NEIGHBORHOOD,ZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
1,0,48,2017,"FEDERAL ST & ELOISE ST PITTSBURGH, PA ",13,0,87,1,2206,1,1,-80.00683573,40.45607522
1,1,24,2017,"ROLAND ST & S 16TH ST PITTSBURGH, PA ",38,0,13,3,1702,3,3,-79.98283645,40.42854098
1,1,22,2017,"2200 Block DELLROSE ST PITTSBURGH, PA ",14,0,11,3,2902,4,3,-79.98736448,40.39121732
1,1,17,2017,"2200 Block DELLROSE ST PITTSBURGH, PA ",14,0,11,3,2902,4,3,-79.98736448,40.39121732
1,0,33,2017,"BOGGS AV & GREENBUSH ST PITTSBURGH, PA ",2,0,55,3,1914,2,5,-80.00757062,40.42632148
0,0,37,2017,"MADISON AV & TRIPOLI ST PITTSBURGH, PA ",0,0,4,1,2304,1,1,-79.99762497,40.4565794
1,0,24,2017,"500 Block WILLIAM PENN PL PITTSBURGH, PA ",7,0,86,2,201,6,6,-79.99714603,40.4404422
1,0,54,2017,"1200 Block BINGHAM ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98618421,40.42936938
1,0,59,2017,"200 Block S 9TH ST PITTSBURGH, PA ",13,0,13,3,1702,6,6,-79.99840713,40.44371299
1,3,20,2017,"200 Block ATWOOD ST PITTSBURGH, PA ",23,0,22,4,405,3,3,-79.95688887,40.44042041
1,0,33,2017,"600 Block CRYSLER ST PITTSBURGH, PA ",11,0,7,6,1917,4,5,-80.01438125,40.40293459
1,1,63,2017,"100 Block N HIGHLAND AV PITTSBURGH, PA ",14,0,9,5,1115,9,2,-79.92474335,40.46142377
1,1,25,2017,"300 Block GRANT ST PITTSBURGH, PA ",14,0,86,2,201,6,6,-79.99798141,40.43782543
1,0,28,2017,"85 RD & GOETTMAN ST PITTSBURGH, PA ",7,0,85,1,2406,1,1,-79.98580584,40.45978583
1,0,22,2017,"E CARSON ST & S 17TH ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98204758,40.42883493
0,0,22,2017,"1500 Block E CARSON ST PITTSBURGH, PA ",5,0,13,3,1702,3,3,-79.98330671,40.42868483
0,0,22,2017,"1500 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98330671,40.42868483
1,1,32,2017,"700 Block CEDAR AV PITTSBURGH, PA ",14,0,4,1,2304,1,1,-80.00151678,40.45298858
1,0,31,2017,"300 Block 20 DR PITTSBURGH, PA ",2,0,20,1,2205,1,6,-80.01179547,40.44576994
0,0,34,2017,"1100 Block BROWNSVILLE RD PITTSBURGH, PA ",18,0,11,3,2902,4,3,-79.99089923,40.40493936
0,0,34,2017,"1100 Block BROWNSVILLE RD PITTSBURGH, PA ",2,0,11,3,2902,4,3,-79.99089923,40.40493936
1,0,70,2017,"900 Block PRETENSE WY PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98956039,40.42677504
1,0,24,2017,"200 Block ATWOOD ST PITTSBURGH, PA ",10,0,22,4,405,3,3,-79.95688887,40.44042041
1,0,24,2017,"200 Block ATWOOD ST PITTSBURGH, PA ",10,0,22,4,405,3,3,-79.95688887,40.44042041
1,1,22,2017,"1500 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98330671,40.42868483
0,0,19,2017,"1900 Block MURRAY AV PITTSBURGH, PA ",9,0,46,4,1408,5,3,-79.92306465,40.43587165
0,0,19,2017,"1900 Block MURRAY AV PITTSBURGH, PA ",13,0,46,4,1408,5,3,-79.92306465,40.43587165
0,0,21,2017,"1900 Block MURRAY AV PITTSBURGH, PA ",13,0,46,4,1408,5,3,-79.92306465,40.43587165
1,1,21,2017,"2000 Block SIDNEY ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.97751344,40.4294486
1,1,67,2017,"7500 Block PENN AV PITTSBURGH, PA ",0,0,17,4,1405,9,3,-79.8965735,40.44728633
1,1,47,2017,"CEDAR AV & VIRGIN WY PITTSBURGH, PA ",2,0,12,1,2204,1,1,-80.00158945,40.45298477
1,0,16,2017,"1500 Block S DALLAS AV PITTSBURGH, PA ",9,0,44,4,1406,9,3,-79.91244585,40.44146908
1,0,17,2017,"1500 Block S DALLAS AV PITTSBURGH, PA ",9,0,44,4,1406,9,3,-79.91244585,40.44146908
1,0,17,2017,"1500 Block S DALLAS AV PITTSBURGH, PA ",9,0,44,4,1406,9,3,-79.91244585,40.44146908
1,0,22,2017,"1500 Block E CARSON ST PITTSBURGH, PA ",12,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,22,2017,"1500 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,22,2017,"1500 Block E CARSON ST PITTSBURGH, PA ",8,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,21,2017,"300 Block S CRAIG ST PITTSBURGH, PA ",18,0,71,4,404,8,3,-79.94938724,40.44559065
1,0,21,2017,"300 Block S CRAIG ST PITTSBURGH, PA ",10,0,71,4,404,8,3,-79.94938724,40.44559065
1,1,63,2017,"100 Block MARKET ST PITTSBURGH, PA ",14,0,86,2,201,6,6,-80.00377161,40.43860568
1,0,28,2017,"5TH AV & DESOTO ST PITTSBURGH, PA ",2,0,76,2,402,3,3,-79.95785389,40.44221079
1,3,23,2017,"200 Block 6TH ST PITTSBURGH, PA ",2,0,86,2,201,6,6,-80.00220679,40.44269983
1,1,56,2017,"W GENERAL ROBINSON ST & MAZEROSKI WY PITTSBURGH, PA ",0,0,99,1,,1,6,-80.00764779,40.44768921
1,0,33,2017,"5100 Block DRESDEN WY PITTSBURGH, PA ",10,0,48,2,1011,7,2,-79.95515855,40.47810878
1,0,33,2017,"5100 Block DRESDEN WY PITTSBURGH, PA ",14,0,48,2,1011,7,2,-79.95515855,40.47810878
1,0,65,2017,"5100 Block DRESDEN WY PITTSBURGH, PA ",27,0,48,2,1011,7,2,-79.95515855,40.47810878
1,0,65,2017,"5100 Block DRESDEN WY PITTSBURGH, PA ",10,0,48,2,1011,7,2,-79.95515855,40.47810878
1,0,58,2017,"MADISON AV & EAST OHIO ST PITTSBURGH, PA ",0,0,4,1,2304,1,1,-79.99679212,40.4541044
1,0,37,2017,"MADISON AV & EAST OHIO ST PITTSBURGH, PA ",0,0,4,1,2304,1,1,-79.99679212,40.4541044
1,1,21,2017,"FEDERAL ST & ISABELLA ST PITTSBURGH, PA ",0,0,99,1,,1,6,-80.00402915,40.44755047
1,3,18,2017,"FEDERAL ST & ISABELLA ST PITTSBURGH, PA ",0,0,99,1,,1,6,-80.00402915,40.44755047
1,1,48,2017,"W GENERAL ROBINSON ST & MAZEROSKI WY PITTSBURGH, PA ",0,0,99,1,,1,6,-80.00764779,40.44768921
1,0,22,2017,"100 Block ROCHELLE ST PITTSBURGH, PA ",22,0,61,3,3001,3,5,-79.98808369,40.41512107
,,,2017,"100 Block ROCHELLE ST PITTSBURGH, PA ",2,0,61,3,3001,3,5,-79.98808369,40.41512107
0,0,13,2017,"5000 Block 2ND AV PITTSBURGH, PA ",31,0,32,2,1515,5,3,-79.94389782,40.40823336
0,0,27,2017,"S 14TH ST & E CARSON ST PITTSBURGH, PA ",10,0,13,3,1702,3,3,-79.98414574,40.42879918
0,1,28,2017,"200 Block DENGLER ST PITTSBURGH, PA ",12,0,49,3,1603,3,3,-79.96772135,40.41554824
1,0,51,2017,"3100 Block KELVIN ST PITTSBURGH, PA ",0,0,14,6,2022,2,5,-80.06335841,40.4527856
1,0,51,2017,"3100 Block KELVIN ST PITTSBURGH, PA ",0,0,14,6,2022,2,5,-80.06335841,40.4527856
1,1,44,2017,"6600 Block HEDGE ST PITTSBURGH, PA ",2,0,25,5,1203,9,2,-79.90172031,40.4667844
1,1,17,2017,"100 Block KIRK AV PITTSBURGH, PA ",9,0,11,3,2904,4,3,-79.97825424,40.38589174
1,1,27,2017,"1700 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98186901,40.4285852
0,3,21,2017,"200 Block ATWOOD ST PITTSBURGH, PA ",23,0,22,4,405,3,3,-79.95688887,40.44042041
1,0,22,2017,"1500 Block E CARSON ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,71,2017,"EAST ST & EAST OHIO ST PITTSBURGH, PA ",2,0,4,1,2304,1,1,-79.99783935,40.45392477
1,1,24,2017,"S 15TH ST & E CARSON ST PITTSBURGH, PA ",10,0,13,3,1702,3,3,-79.98342493,40.42881518
1,1,30,2017,"3800 Block FORBES AV PITTSBURGH, PA ",2,0,22,4,405,3,3,-79.9567062,40.44151385
1,0,16,2017,"WENZELL PL PITTSBURGH, PA ",9,0,36,6,1920,,,0,0
1,0,49,2017,"30 Block S 10TH ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98870153,40.42975134
1,0,22,2017,"S 15TH ST & E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98342493,40.42881518
1,0,20,2017,"600 Block 6 AV PITTSBURGH, PA ",9,0,6,4,1517,5,3,-79.93974531,40.4261384
1,0,20,2017,"600 Block 6 AV PITTSBURGH, PA ",2,0,6,4,1517,5,3,-79.93974531,40.4261384
1,0,20,2017,"600 Block 6 AV PITTSBURGH, PA ",8,0,6,4,1517,5,3,-79.93974531,40.4261384
1,1,17,2017,"100 Block KIRK AV PITTSBURGH, PA ",2,0,11,3,2904,4,3,-79.97825424,40.38589174
1,1,17,2017,"100 Block KIRK AV PITTSBURGH, PA ",49,0,11,3,2904,4,3,-79.97825424,40.38589174
1,0,24,2017,"1400 Block SARAH ST PITTSBURGH, PA ",13,0,13,3,1702,3,3,-79.9840527,40.42758252
1,0,23,2017,"SARAH ST & S 15TH ST PITTSBURGH, PA ",13,0,13,3,1702,3,3,-79.98346909,40.42762536
1,1,71,2017,"1200 Block FEDERAL ST PITTSBURGH, PA ",13,0,87,1,2206,1,1,-80.00648864,40.4560264
1,0,16,2017,"100 Block S 20TH ST PITTSBURGH, PA ",16,0,13,3,1702,3,3,-79.97780079,40.4276601
1,1,13,2017,"100 Block S 20TH ST PITTSBURGH, PA ",16,0,13,3,1702,3,3,-79.97780079,40.4276601
1,1,13,2017,"100 Block S 20TH ST PITTSBURGH, PA ",16,0,13,3,1702,3,3,-79.97780079,40.4276601
1,0,22,2017,"700 Block BINGHAM ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.99193602,40.42915613
0,1,22,2017,"1400 Block E CARSON ST PITTSBURGH, PA ",10,0,13,3,1702,3,3,-79.98403098,40.42864859
1,0,23,2017,"S 12TH ST & MURIEL ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98646806,40.43007914
1,1,21,2017,"1700 Block E CARSON ST PITTSBURGH, PA ",13,0,13,3,1702,3,3,-79.98186901,40.4285852
0,0,23,2017,"S 16TH ST & E CARSON ST PITTSBURGH, PA ",13,0,13,3,1702,3,3,-79.98271222,40.4288317
1,0,45,2017,"GENERAL ROBINSON ST & MAZEROSKI WY PITTSBURGH, PA ",11,0,20,1,2205,1,6,-80.00764779,40.44768921
1,1,20,2017,"GENERAL ROBINSON ST & MAZEROSKI WY PITTSBURGH, PA ",11,0,20,1,2205,1,6,-80.00764779,40.44768921
0,1,31,2017,"200 Block DENGLER ST PITTSBURGH, PA ",2,0,49,3,1603,3,3,-79.96772135,40.41554824
0,1,31,2017,"200 Block DENGLER ST PITTSBURGH, PA ",12,0,49,3,1603,3,3,-79.96772135,40.41554824
0,1,28,2017,"200 Block DENGLER ST PITTSBURGH, PA ",2,0,49,3,1603,3,3,-79.96772135,40.41554824
1,0,24,2017,"100 Block S 16TH ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98310596,40.42843857
1,1,59,2017,"100 Block STEWART AV PITTSBURGH, PA ",2,0,11,3,2904,4,3,-79.97947622,40.38252712
0,0,50,2017,"300 Block 20 DR PITTSBURGH, PA ",2,0,20,1,2205,1,6,-80.01179547,40.44576994
1,0,29,2017,"400 Block NORTON ST PITTSBURGH, PA ",5,0,55,3,1914,2,5,-80.01045495,40.42558651
1,0,49,2017,"100 Block SHILOH ST PITTSBURGH, PA ",8,0,55,3,1914,2,5,-80.00669851,40.43157857
0,3,26,2017,"20 DR & CHUCK KNOLL WY PITTSBURGH, PA ",2,0,20,1,2205,,,0,0
0,3,26,2017,"20 DR & CHUCK KNOLL WY PITTSBURGH, PA ",17,0,20,1,2205,,,0,0
1,1,39,2017,"1400 Block PENNSYLVANIA AV PITTSBURGH, PA ",2,0,41,1,2107,6,1,-80.02659209,40.45433612
1,0,48,2017,"2000 Block WHARTON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.97681333,40.43002082
1,0,48,2017,"2000 Block WHARTON ST PITTSBURGH, PA ",17,0,13,3,1702,3,3,-79.97681333,40.43002082
1,1,62,2017,"2600 Block PERRYSVILLE AV PITTSBURGH, PA ",14,0,18,1,2615,6,1,-80.00844781,40.47117479
1,0,30,2017,"90 Block S 16TH ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.9827694,40.4290553
1,0,30,2017,"90 Block S 16TH ST PITTSBURGH, PA ",8,0,13,3,1702,3,3,-79.9827694,40.4290553
0,1,14,2017,"S 27TH ST & SIDNEY ST PITTSBURGH, PA ",7,0,13,3,1609,3,3,-79.96622505,40.42782768
1,1,40,2017,"700 Block MT PLEASANT RD PITTSBURGH, PA ",7,0,30,1,2609,1,1,-79.99823793,40.47599179
1,0,24,2017,"S 16TH ST & E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98271222,40.4288317
1,0,21,2017,"S 16TH ST & E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98271222,40.4288317
0,0,31,2017,"S 15TH ST & E CARSON ST PITTSBURGH, PA ",3,0,13,3,1702,3,3,-79.98342493,40.42881518
0,0,31,2017,"S 15TH ST & E CARSON ST PITTSBURGH, PA ",0,0,13,3,1702,3,3,-79.98342493,40.42881518
0,0,21,2017,"ROLAND ST & S 15TH ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98343519,40.42855549
0,0,22,2017,"ROLAND ST & S 15TH ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98343519,40.42855549
1,3,24,2017,"S 16TH ST & BINGHAM ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98268426,40.42947958
1,0,24,2017,"1600 Block E CARSON ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98264653,40.42874675
0,0,45,2017,"S 14TH ST & MURIEL ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98415652,40.43012866
0,1,55,2017,"1400 Block CHICAGO ST PITTSBURGH, PA ",14,0,30,1,2609,1,1,-79.99971774,40.47907639
0,0,47,2017,"BAYARD ST & N CRAIG ST PITTSBURGH, PA ",8,0,71,4,404,8,3,-79.95073848,40.44980012
0,0,47,2017,"BAYARD ST & N CRAIG ST PITTSBURGH, PA ",12,0,71,4,404,8,3,-79.95073848,40.44980012
1,3,50,2017,"BAYARD ST & N CRAIG ST PITTSBURGH, PA ",8,0,71,4,404,8,3,-79.95073848,40.44980012
1,1,54,2017,"20TH ST & PENN AV PITTSBURGH, PA ",50,0,24,2,203,7,6,-79.98395906,40.45110615
1,0,27,2017,"S 16TH ST & E CARSON ST PITTSBURGH, PA ",10,0,13,3,1702,3,3,-79.98271222,40.4288317
1,0,27,2017,"S 14TH ST & E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98414574,40.42879918
1,0,49,2017,"100 Block STEWART AV PITTSBURGH, PA ",13,0,11,3,2904,4,3,-79.97947622,40.38252712
1,1,24,2017,"S 15TH ST & ROLAND ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98343519,40.42855549
1,1,28,2017,"1500 Block E CARSON ST PITTSBURGH, PA ",13,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,23,2017,"1700 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98186901,40.4285852
1,1,22,2017,"W GENERAL ROBINSON ST & FEDERAL ST PITTSBURGH, PA ",0,0,20,1,2205,1,6,-80.00425006,40.44824568
1,1,56,2017,"FEDERAL ST & W GENERAL ROBINSON ST PITTSBURGH, PA ",0,0,99,1,,1,6,-80.00425006,40.44824568
1,0,57,2017,"FORBES AV & SMITHFIELD ST PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99909341,40.43941309
0,1,26,2017,"1400 Block CHICAGO ST PITTSBURGH, PA ",14,0,30,1,2609,1,1,-79.99971774,40.47907639
1,0,27,2017,"REEDSDALE ST & FONTELLA ST PITTSBURGH, PA ",5,0,62,1,2108,6,6,-80.02069452,40.44786403
1,1,29,2017,"N CHARLES ST & WILSON AV PITTSBURGH, PA ",4,0,18,1,2614,6,1,-80.01457714,40.46919675
1,0,26,2017,"E CARSON ST & S 15TH ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98342493,40.42881518
1,0,38,2017,"SAW MILL RUN BL & W WARRINGTON AV PITTSBURGH, PA ",0,0,55,3,1915,4,5,-80.01129397,40.41505106
1,1,15,2017,"1300 Block N FEDERAL ST PITTSBURGH, PA ",0,0,87,1,2206,1,1,-80.00687314,40.45673145
1,0,45,2017,"BRIGHTON RD & WOODS RUN AV PITTSBURGH, PA ",2,0,31,1,2703,1,1,-80.03171871,40.47648918
0,0,43,2017,"1500 Block ROLAND AV PITTSBURGH, PA ",38,0,13,3,1702,3,3,-79.98281564,40.42848566
1,1,56,2017,"5TH AV & WASHINGTON PL PITTSBURGH, PA ",0,0,40,2,103,6,6,-79.99084692,40.43880171
1,1,27,2017,"5TH AV & WASHINGTON PL PITTSBURGH, PA ",0,0,40,2,103,6,6,-79.99084692,40.43880171
0,0,22,2017,"PENN AV & 20TH ST PITTSBURGH, PA ",2,0,24,2,203,7,6,-79.98395906,40.45110615
1,1,50,2017,"20 Block BAILEY AV PITTSBURGH, PA ",0,0,55,3,1807,3,5,-80.00446134,40.42704913
0,1,23,2017,"7000 Block WILTSIE ST PITTSBURGH, PA ",11,0,25,5,1201,9,2,-79.89660515,40.47256353
1,1,49,2017,"E GENERAL ROBINSON ST & S FEDERAL ST PITTSBURGH, PA ",0,0,20,1,2205,1,6,-80.00425006,40.44824568
0,0,39,2017,"100 Block BAUSMAN ST PITTSBURGH, PA ",1,0,61,3,3001,,,-79.98805131,40.41437893
0,0,17,2017,"100 Block BAUSMAN ST PITTSBURGH, PA ",1,0,61,3,3001,,,-79.98805131,40.41437893
0,0,17,2017,"100 Block BAUSMAN ST PITTSBURGH, PA ",12,0,61,3,3001,,,-79.98805131,40.41437893
0,1,35,2017,"300 Block 3RD AV PITTSBURGH, PA ",2,0,86,2,201,6,6,-80.00161855,40.43880878
0,1,35,2017,"300 Block 3RD AV PITTSBURGH, PA ",5,0,86,2,201,6,6,-80.00161855,40.43880878
0,1,35,2017,"300 Block 3RD AV PITTSBURGH, PA ",14,0,86,2,201,6,6,-80.00161855,40.43880878
1,0,49,2017,"100 Block STEWART AV PITTSBURGH, PA ",2,0,11,3,2904,4,3,-79.97947622,40.38252712
0,1,14,2017,"200 Block ATWOOD ST PITTSBURGH, PA ",18,0,22,4,405,3,3,-79.95688887,40.44042041
1,0,49,2017,"1500 Block BERKSHIRE AV PITTSBURGH, PA ",2,0,7,6,1918,4,5,-80.01344353,40.38755688
1,0,49,2017,"1500 Block BERKSHIRE AV PITTSBURGH, PA ",13,0,7,6,1918,4,5,-80.01344353,40.38755688
1,0,59,2017,"4TH AV & CHERRY AV PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99866329,40.43839587
0,0,24,2017,"E NORTH ST & EAST ST PITTSBURGH, PA ",0,0,4,1,2304,1,1,-79.99882799,40.45692052
1,0,71,2017,"SMITHFIELD ST & 4TH AV PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99954394,40.43872472
0,1,15,2017,"200 Block ATWOOD ST PITTSBURGH, PA ",18,0,22,4,405,3,3,-79.95688887,40.44042041
0,1,15,2017,"200 Block ATWOOD ST PITTSBURGH, PA ",18,0,22,4,405,3,3,-79.95688887,40.44042041
1,0,30,2017,"1600 Block E CARSON ST PITTSBURGH, PA ",3,0,13,3,1702,3,3,-79.98264653,40.42874675
1,0,12,2017,"1600 Block ARNOLD ST PITTSBURGH, PA ",7,0,5,6,2815,2,5,-80.05390501,40.44153799
0,1,37,2017,"300 Block LANGLEY ST PITTSBURGH, PA ",0,0,87,1,2503,6,1,-80.0128794,40.46273652
0,0,67,2017,"3500 Block MEXICO ST PITTSBURGH, PA ",0,0,31,1,2703,1,1,-80.04157768,40.47891534
1,0,29,2017,"1500 Block E CARSON ST PITTSBURGH, PA ",10,0,13,3,1702,3,3,-79.98330671,40.42868483
1,1,63,2017,"500 Block 1ST AV PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.99791404,40.43586295
0,0,26,2017,"WRIGHTS WY & S 18TH ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98051371,40.42922838
1,1,28,2017,"S 18TH ST & WRIGHTS WY PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98051371,40.42922838
1,0,30,2017,"1900 Block MOUNTFORD AV PITTSBURGH, PA ",14,0,37,1,2509,1,1,-80.00711576,40.46273933
1,0,21,2017,"1300 Block CENTRE AV PITTSBURGH, PA ",9,0,86,2,201,6,6,-79.98918472,40.44038369
1,0,21,2017,"1300 Block CENTRE AV PITTSBURGH, PA ",2,0,86,2,201,6,6,-79.98918472,40.44038369
1,0,21,2017,"1300 Block CENTRE AV PITTSBURGH, PA ",5,0,86,2,201,6,6,-79.98918472,40.44038369
1,0,41,2017,"1600 Block E CARSON ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98264653,40.42874675
1,0,57,2017,"E CARSON ST & S 12TH ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98642219,40.42874965
1,0,40,2017,"5900 Block CENTRE AV PITTSBURGH, PA ",2,0,67,4,709,8,2,-79.92740885,40.4591906
0,0,48,2017,"700 Block BERKSHIRE AV PITTSBURGH, PA ",11,0,7,6,1918,4,5,-80.02238669,40.39397968
0,0,50,2017,"700 Block BERKSHIRE AV PITTSBURGH, PA ",11,0,7,6,1918,4,5,-80.02238669,40.39397968
0,1,17,2017,"N HOMEWOOD AV & IDLEWILD ST PITTSBURGH, PA ",10,0,29,5,1302,9,2,-79.89599635,40.45817316
0,1,17,2017,"N HOMEWOOD AV & IDLEWILD ST PITTSBURGH, PA ",10,0,29,5,1302,9,2,-79.89599635,40.45817316
1,1,42,2017,"700 Block ALLEGHENY AV PITTSBURGH, PA ",0,0,62,1,2108,1,1,-80.01824761,40.44971564
1,1,39,2017,"7200 Block UPLAND ST PITTSBURGH, PA ",7,0,29,5,1301,9,2,-79.89454512,40.46177811
1,0,21,2017,"ROLAND ST & S 15TH ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98343519,40.42855549
1,3,23,2017,"E CARSON ST & S 18TH ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98056196,40.42875859
1,1,23,2017,"1600 Block E CARSON ST PITTSBURGH, PA ",10,0,13,3,1702,3,3,-79.98264653,40.42874675
1,0,21,2017,"3700 Block FORBES AV PITTSBURGH, PA ",2,0,22,4,405,3,3,-79.95736834,40.44102425
1,0,21,2017,"3700 Block FORBES AV PITTSBURGH, PA ",8,0,22,4,405,3,3,-79.95736834,40.44102425
1,0,21,2017,"3700 Block FORBES AV PITTSBURGH, PA ",2,0,22,4,405,3,3,-79.95736834,40.44102425
1,0,21,2017,"3700 Block FORBES AV PITTSBURGH, PA ",4,0,22,4,405,3,3,-79.95736834,40.44102425
1,3,49,2017,"1100 Block FEDERAL ST PITTSBURGH, PA ",3,0,87,1,2206,1,1,-80.00656733,40.45547686
0,1,41,2017,"100 Block 60 AV PITTSBURGH, PA ",14,0,55,3,1807,3,5,-79.99767513,40.42216616
0,1,44,2017,"100 Block 60 AV PITTSBURGH, PA ",14,0,55,3,1807,3,5,-79.99767513,40.42216616
1,1,63,2017,"CEDAR AV & PRESSLEY ST PITTSBURGH, PA ",2,0,12,1,2204,1,1,-80.00114571,40.45161704
0,1,17,2017,"200 Block EAST OHIO ST PITTSBURGH, PA ",5,0,12,1,2204,1,1,-80.00366043,40.45302239
0,1,21,2017,"1600 Block E CARSON ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98264653,40.42874675
1,0,22,2017,"1500 Block ROLAND ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98281564,40.42848566
0,1,28,2017,"300 Block ARABELLA ST PITTSBURGH, PA ",0,0,61,3,3001,3,5,-79.99306681,40.4121654
1,0,50,2017,"BAILEY AV & CUSHMAN ST PITTSBURGH, PA ",11,0,55,3,1807,3,5,-80.00444282,40.42699352
1,0,50,2017,"BAILEY AV & CUSHMAN ST PITTSBURGH, PA ",8,0,55,3,1807,3,5,-80.00444282,40.42699352
1,0,53,2017,"900 Block MCLAIN ST PITTSBURGH, PA ",0,0,55,3,1915,3,5,-79.99186332,40.42421418
1,1,47,2017,"MARKET ST & 5TH AV PITTSBURGH, PA ",2,0,86,2,201,6,6,-80.00210877,40.44138289
1,0,28,2017,"85 RD & GOETTMANN ST PITTSBURGH, PA ",10,0,85,1,2406,1,1,-79.98580584,40.45978583
1,0,23,2017,"S 15TH ST & ROLAND ST PITTSBURGH, PA ",3,0,13,3,1702,3,3,-79.98343519,40.42855549
0,1,37,2017,"300 Block LANGLEY ST PITTSBURGH, PA ",0,0,87,1,2503,6,1,-80.0128794,40.46273652
0,1,37,2017,"300 Block LANGLEY ST PITTSBURGH, PA ",0,0,87,1,2503,6,1,-80.0128794,40.46273652
1,0,20,2017,"CENTRE AV & FULLERTON WY PITTSBURGH, PA ",8,0,86,2,201,,,0,0
1,1,50,2017,"700 Block CEDAR AV PITTSBURGH, PA ",3,0,4,1,2304,1,1,-80.00151678,40.45298858
1,1,21,2017,"1500 Block E CARSON ST PITTSBURGH, PA ",13,0,13,3,1702,3,3,-79.98330671,40.42868483
0,0,22,2017,"S 16TH ST & ROLAND ST PITTSBURGH, PA ",2,0,13,3,1702,3,3,-79.98283645,40.42854098
1,1,21,2017,"1500 Block E CARSON ST PITTSBURGH, PA ",13,0,13,3,1702,3,3,-79.98330671,40.42868483
1,0,26,2017,"ROLAND ST & S 15TH ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98343519,40.42855549
0,1,26,2017,"1300 Block E CARSON ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98517511,40.42860697
0,0,25,2017,"S 15TH ST & ROLAND ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98343519,40.42855549
1,0,24,2017,"S 15TH ST & E CARSON ST PITTSBURGH, PA ",4,0,13,3,1702,3,3,-79.98342493,40.42881518
1,0,27,2017,"S 16TH ST & E CARSON ST PITTSBURGH, PA ",1,0,13,3,1702,3,3,-79.98271222,40.4288317
1,0,21,2017,"S 16TH ST & E CARSON ST PITTSBURGH, PA ",1,0,13,3,1702,3,3,-79.98271222,40.4288317
1,0,25,2017,"100 Block 9TH ST PITTSBURGH, PA ",10,0,86,1,201,3,3,-79.98969248,40.42720045
1,0,24,2017,"100 Block 9TH ST PITTSBURGH, PA ",10,0,86,2,201,3,3,-79.98969248,40.42720045
1,1,30,2017,"100 Block 9TH ST PITTSBURGH, PA ",10,0,86,2,201,3,3,-79.98969248,40.42720045
1,0,24,2017,"200 Block LEHIGH AV PITTSBURGH, PA ",2,0,67,4,705,8,2,-79.92646303,40.45844978
